id,state,name,address_line1,address_line2,city,district,pin_code
781,Gujarat,SHRI D.V.RAVAL ARTS & COMM. COLLEGE-HALVAD,"DARBAR NAKA,GANDHI CHOWK,HALVAD-363330","TAL.HALVAD,DIST.SURENDRANAGAR",HALVAD,Surendranagar,363330
575,Gujarat,Mahamandleshwar Shri Krishnanandji College of Commerce,"Old National Highway No-8, College Campus, Station Road,",BHARUCH Taluka-Bharuch,BHARUCH 392001,Bharuch,392001
49682,Karnataka,"D536 SRI K VIRUPAKSHAPPA DEGREE COLLEGE, TURVIHAL, SINDHANOOR",SRI. KVS DEGREE COLLEGE TURVIHAL,ATPOST :- TURVIHAL TQ:- SINDHANUR DIST:- RAICHUR,SINDHANUR,Raichur,584132
47930,Gujarat,"JASHODABA POLYTECHNIC INSTITUTE , SIDHPUR 952","Nr.Sujanpur Patia,Opp.I.O.C State Highway-41,Sidhpur-384151",NA,SIDHPUR,Patan,384151
48412,Maharashtra,"GOVINDLAL KANHAIYALAL JOSHI (NIGHT) COLLEGE, LATUR",Shri marwadi rajasthan school campus,signal camp,latur,Latur,413512
6787,Gujarat,MERCHANT COLLEGE OF MANAGEMENT & RESEARCH,"STATION ROAD,OPP DOSABHAI BAG",NA,VISNAGAR,Mahesana,384315
47324,Gujarat,"GOVERNMENT ARTS AND COMMERCE COLLEGE, RAPAR","NMENT ARTS & COMMERCE COLLEGE, ITI CAMPUS, RAPAR BHACHAU ROAD",TA-RAPAR 370165,RAPAR,Kachchh,370165
47821,Gujarat,SHREE SWAMINARAYAN ARTS COLLEGE,BOTAD ROAD GADHADA SWAMINA,NA,GADHADA SWAMINA-364750,Bhavnagar,364750
49670,Gujarat,"SWAMI SAHAJANANAD COLLEGE OF INFORMATION TECHNOLOGY, MEGA CITY","PLOT NO. 639, ISCON MEGA CITY,",NR. M.K. BHAVNAGAR UNIVERSITY,BHAVNAGAR,Bhavnagar,364002
50328,Gujarat,"SHREE B D S ARTS, SCIENCE AND COMMERCE COLLEGE",FATIPAD DARWAJA BAHAR PATAN,TALUKA PATAN DISTRICT PATAN,PATAN,Patan,384265
9983,Karnataka,SHRI SIDDALINGESHWAR B.C.A COLLEGE GOKAK,"Walmiki Circle, Naka No-1 Road","Shoonya Sampadana Math Complex, Gokak",Gokak,Belgaum,591307
7130,Gujarat,Smt. Jamanabahen Bhuta Arts College,Post box no.70,"At : Sihor , Post : Sihor, Meghvadar road, Taluka : Sihor","Sihor-364240,District : Bhavnagar",Bhavnagar,364240
539,Gujarat,"Government Arts & Commerce College, Songadh",Songadh,Songadh,Songadh,Tapi,394670
5868,Gujarat,M. D. Shah Commerce & B. D. Patel Arts College,"DAKOR ROAD,",TALUKA- MAHUDHA,MAHUDHA-387335,Kheda,387335
914,Gujarat,GRAM SARVAJANIK EDUCATION TRUST B.ED.COLLEGE-AMRAPUR (JASDAN),"At.Amarapur Ta.Vinchhiya, Dist.Rajkot","Pin No.360055 Post.Amarapur,Ta-Vinchhiya",Amarapur,Rajkot,360055
7188,Gujarat,Smt. V.P. Kapadia Mahila Arts College,"High Court Road,","Nr.Ambaji Temple, Taluka-Bhavnagar,",Dist.Bhavnagar - 364001,Bhavnagar,364001
306,Gujarat,"Laxmi Institute of Computer Applications (MCA) (SFI), Sarigam Valsad 520",Laxmi Vidyapeeth,Post Bag No. 15,Sarigam P.O.,Valsad,396155
47822,Gujarat,SHREE SWAMINARAYAN COMMERCE COLLEGE,BOTAD ROAD GADHADA SWAMINA,NA,GADHADA SWAMINA-364750,Bhavnagar,364750
6695,Gujarat,GOVERNMENT BED COLLEGE,AT & PO:-VASANA,TA:-MEGHRAJ,"MEGHRAJ, PIN CODE 383350",Sabar Kantha,383350
6854,Gujarat,JETHIBA K. PATEL ARTS COLLEGE & B.A. PATEL & D. B. VYAS COMMERCE COLLEGE,CHANASMA-PATAN HIGHWAY,AT. CHANASMA TA- CHANASMA,CHANASMA-384220,Patan,384220
44189,Maharashtra,Arunodaya Shikshan Prasarak Mandal's,"Women's College of Arts,Commerce and Computer Application,","Dongarkathore Tal. Yawal, Dist.- Jalgaon","Dongarkathore Tal. Yawal, Dist.- Jalgaon",Jalgaon,425301
17869,Gujarat,IQRA B. C. A. College,"Dahegam Dahej road,",Bharuch,Bharuch - 392012,Bharuch,392012
7424,Maharashtra,"Abhinav College of Education, Latur","MIDC Plot No P -43,Barshi Road,Latur",Tq Dist Latur,Latur,Latur,413431
22,Gujarat,"VEERAYATAN INSTITUTE OF PHARMACY, JAKHANIA 267","Jakhania, Bhuj-Mandvi Road, Mandvi",NA,Bhuj,Kachchh,370460
42932,Maharashtra,"Kadriya College of Education, Buldhana","NEAR HAJI MALANG BABA, CHIKHALI ROAD, BULDANA","NEAR HAJI MALANG BABA, CHIKHALI ROAD, BULDANA",BULDANA,Buldana,443001
6895,Gujarat,SHRI R J PATEL COLLEGE OF EDUCATION,AT & PO PALASAR,TA CHANASMA DIST PATAN,PALASAR PIN 384235,Patan,384235
6640,Gujarat,UTTAR PURVA GUJARAT UCHCH KELAVANI MANDAL BED COLL,"AT&PO-PILVAI, TA-VIJAPUR, DIST-MAHESANA","TA-VIJAPUR, PIN CODE-382850","PILVAI, TA-VIJAPUR",Mahesana,382850
7150,Gujarat,Swami Vivekanand Homeopathic Medical College and Hospital,Swami Vivekanand Homeopathic Medical College and Hospital,Sidsar Road,Bhavnagar,Bhavnagar,364060
10684,Haryana,"M.L.N. College, Radaur",V.P.O- RADAUR,V.P.O- RADAUR,RADAUR,Yamunanagar,135133
50653,Gujarat,"RADHE INSTITUTE OF ENGINEERING AND TECHNOLOGY, UPLETA-970","VADALA ROAD,","NR. KISHAN DAIRY,",UPLETA,Rajkot,360490
6806,Gujarat,D D THAKAR ARTS & K J PATEL COMMERCE COLLEGE,"Laxmipura Road, At. & Po. Khedbrahma",Tal. Khedbrahma,KHEDBRAHMA,Sabar Kantha,383255
8649,Karnataka,Shri Padmaraj Vidyavardhak Society's Sarangamath BSW college for women Sindagi,SPVVSS BSW WOMENS COLLEGE SINDAGI,SPVVSS BSW WOMENS COLLEGE SINDAGI,SINDAGI,Bijapur,586128
45277,Gujarat,"GOVERNMENT ARTS COLLEGE, KOTDASANGANI","Sardarchawk,","Opp Post Office, Taluka- Kotdasangani",Kotdasangani-360030,Rajkot,360030
685,Gujarat,Shah Khimchandbhai Muljibhai Law College,"PB. NO 78 ,SHRI. MORAJI NAGAR , TITHAL ROAD VALSAD .","GUJARAT , INDIA PIN:- 396001",VALSAD.,Valsad,396001
5900,Gujarat,G. L. S. Institute of Commerce,"Gls Cmpus,Opp. Law garden","ellisbridge,",Ahmedabad,Ahmadabad,380006
17690,Karnataka,"B.S. Channabasappa First Grade college, Davangere",S S Layout 'A' Block,NA,Davangere,Davanagere,577004
7210,Gujarat,Shree V.M. Sakaria Mahila Arts College,Paliyad Road,Botad,Botad,Bhavnagar,364710
1161,Gujarat,"Institute of Language Studies and Applied Social Sciences, (ILSASS), Vallabh Vidyanagar",Bhikhabhai Saheb Building,"Near Bhaikaka Statue, Mota Bazar, Taluka Anand",Vallabh Vidyanagar-388120,Anand,388120
22182,Punjab,"Guru Nanak College of Education, Bhikhi, Mansa","Guru Nanak College of Education, Samaon Bhikhi, Mansa","Guru Nanak College of Education, Samaon Bhikhi, Mansa",Bhikhi,Mansa,151504
45264,Gujarat,"JAYVANTRAI HARRAI DESAI POLYTECHNIC,Â PALSANA 686","SMT. SUMATIBEN R. BHATT EDUCATION CAMPUS, PALSANA - BALESHWAR ROAD, AT & POST : PALSANA, PALSANA - BALESHWAR ROAD,","AT & PO. PALSANA, TA - PALSANA.",SURAT - 394315,Surat,394315
15134,Uttar Pradesh,"SMT. BHUDEVI MAHAVIDYALAYA SHASTRI PURAM, AGRA",SHASTRIPURAM,DAHTORA AGRA,AGRA,Agra,282007
7184,Gujarat,Smt. L.L. Kakadia B.Ed. College,"Sardar Patel Educational Institute,","Kalvibid,",Bhavnagar,Bhavnagar,364002
5950,Gujarat,K. K. Shah Jarodwala Maninagar Science College,"J.L Trust Campus, Rambaug, Maninagar","J.L Trust Campus, Rambaug, Maninagar, Ahmedabad-380008","AHMEDABAD-380008, Taluka- Ahmedabad",Ahmadabad,380008
6188,West Bengal,Techno India (MBA) 308,"EM-4/1, SECTOR-V",SALT LAKE CITY,KOLKATA,North Twenty Four Parganas,700091
6302,West Bengal,TECHNO INDIA (Stand alone MCA) 307,"EM-4/1, SECTOR-V",SALT LAKE CITY,KOLKATA,North Twenty Four Parganas,700091
6662,Gujarat,NORTH GUJRAT EDUCATION TRUST SANCHALIT PGDCA COLL,COLLEGE CAMPUS,RAJMAHEL ROAD,PATAN,Patan,384265
6133,West Bengal,Techno India 130,"EM-4/1, SECTOR-V",SALT LAKE CITY,KOLKATA,North Twenty Four Parganas,700091
7206,Gujarat,Smt. K.B. Parekh B.C.A. College,"Parekh college campus, Mota Jadra Road.",N/R Telephone Exchange,Mahuva-364 290,Bhavnagar,364290
32,Gujarat,"Christ Polytechnic Institute, Rajkot 610","Christ Campus, ""Vidya Niketan""","Nr. Saurashtra University,",Rajkot,Rajkot,360005
47253,Gujarat,"Shri D N Institute of Computer Applications, Anand","M.B.Patel Science College Campus, Post: Anand","B/H D.N.High School , Nr. Sardar Gunj, Taluko:Anand 388001",Anand-388001,Anand,388001
20646,Karnataka,"Bangalore City College of Education, No.160, Cellakere Main Road, Kalyananagar, Bangalore 43.","No 160 Challekeri Main Road, Kalyan Nagar",Banasawadi outer ring road,Bangalore - 43,Bangalore,560043
13927,Maharashtra,"Malti Vasant Trust s KDA B.Sc. Nursing College, Andheri (W), Mumbai","C/o. Kokilaben Hospital,","Four Bungalows, Andheri (W)",Mumbai,Mumbai,400053
25742,Telangana,NARAYANA Degree College,8-2-293/82/K-III/2141-III/241/1&2,"Road No. 82, Jubileehills",Hyderabad,Hyderabad,500001
313,Gujarat,"The Mandvi Education Society Institute of Business Management and Computer Studies,Mandvi,(812)Di-Surat(SFI)",Near Bus Station,"At & Po. Mandvi, 394160","Mandvi, 394160",Surat,394160
557,Gujarat,C. N. Kothari Homeopathic Medical College & Research Centre,"Vilasini K. Desai Arogya Sankul, Near Vanchetna,","Kakrapar Bypass, Tadkuva,",Vyara-394650,Tapi,394650
47925,Gujarat,THE MANDVI EDUCATION SOCIETY INSTITUTE OF COMPUTER STUDIES (563),Near Bus Station,"At & Po. Mandvi, 394160","Mandvi, 394160",Surat,394160
5793,Gujarat,National Institute of Mass Communication and Journalism,"4th floor, Shapath 1, Opp. Rajpath club","S G Road,",Ahmedabad,Ahmadabad,380015
27214,Telangana,"Vivekavardhini Degree College, Near Bus Stand, Mancherial","Near Bus-stand,Mancherial","Near Bus-stand,Mancherial",Mancherial,Adilabad,504208
47832,Gujarat,"GOVERNMENT ARTS AND COMMERCE COLLEGE, KATHLAL",AT:KATHLAL,PO:KATHLAL,TA: KATHLAL,Kheda,387630
19665,Telangana,PRRM College of Pharmacy,Shabad Post & Mandal,Ranga Reddy Dist.,Shabad,Rangareddy,509217
52045,Gujarat,SMT. SHANTAGAURI RASIKLAL SHAH(RANGWALA) COLLEGE OF PHYSIOTHERAPY,"COLLEGE CAMPUS,","OPP.N.C.DESAI PETROL PUMP, HIGHWAY ROAD KADI",KADI,Mahesana,382715
6258,West Bengal,Aryabhatta Institute of Engineering and Management Durgapur 171,Vill: Panagarh Gram,PO: Panagarh Bazar,Durgapur,Barddhaman,713148
6332,West Bengal,Techno India 309,"EM-4/1, SECTOR-V",SALT LAKE CITY,KOLKATA,North Twenty Four Parganas,700091
6307,West Bengal,Aryabhatta Institute of Engg. and Management 327,Vill Panagarh Gram,PO Panagarh Bazar PIN 713148,Durgapur,Barddhaman,713148
49484,Gujarat,"INSTITUTE OF ARCHITECTURE, NIRMA UNIVERSITY",Institute of Architecture,"Nirma University, S. G. Highway, PIN - 382481",Ahmedabad,Ahmadabad,382481
48503,Gujarat,GROW MORE INSTITUTE OF SCIENCE,AHEMDABAD UDAIPUR N H NO 8 HIMMATNAGAR SABARKANTHA,AHEMDABAD UDAIPUR N H NO 8 HIMMATNAGAR SABARKANTHA,HIMATNAGAR,Sabar Kantha,383001
45223,Maharashtra,"KHAREPATAN PANCHROSHI SHIKSHAN PRASARAK MANDALÃ¢Â€Â™S ARTS AND COMMERCE COLLEGE, SINDHUDURG",sindhudurg,At/Post - Kharepatan,Kharepatan,Sindhudurg,416602
52077,Telangana,SRI NARAYANA DEGREE COLLEGE,"PLOT NO. 16,17,18&42","KUNTLOOR VI,HAYATHNAGAR MANDAL",RANGAREDDY,Rangareddy,501505
47251,Gujarat,"Shantaben Manubhai Patel Institute Architecture and Interior Design, Vallabh Vidyanagar","ADIT CAMPUS,GIDC PHASE IV",NEW VALLABH VIDYA NAGAR,ANAND-388121,Anand,388121
6234,West Bengal,Techno India Kolkata 226,"EM-4/2, SECTOR-V",SALT LAKE CITY,KOLKATA,Hugli,900091
48834,Telangana,"NARAYANA DEGREE COLLEGE, GADDIANNARAM","H.NO 1-72/1,2 PLOT NO.18","CHAITANYAPURI, SAROORNAGAR",RANGAREDDY,Hyderabad,500035
45251,Gujarat,"ASIA PACIFIC INSTITUTE OF HOTEL MANAGEMENT, AHMEDABAD 105","Village:Bhoyani, Kadi Katosan Road","Taluka: Detroj,",Ahmedabad,Ahmadabad,382145
6858,Gujarat,SAMARTH VIVIVDHLAXI BED COLLEGE,"Opp. Sabar Dairy, N.H. No. - 08,","At & Po:-Hajipur,Ta:-Himatnagar,Dist:-Sabarkantha-383001",Himatnagar,Sabar Kantha,383001
46,Gujarat,Narmada College of Computer Application(NCCA)(SFI)-Bharuch 523,"1st Floor, Narmada Education Campus,","Shukla Tirth Road, Zadeshwar,",Bharuch-392011,Bharuch,392011
1177,Gujarat,"Christian College of Education, Anand",I.P. MIssion Compound,Station Road,Ta. Anand,Anand,388001
43,Gujarat,S. R. Luthra Institute of Management (SFI) Second Shift -SURAT. 805,"M.T.B. Arts College Campus,","Near Adarsh Society, Athwa Lines, Taluka: Choryasi",Surat - 395001,Surat,395001
8874,Maharashtra,"200004-SSVPS'S BAPUSAHEB SHIVAJIRAO DEORE COLLEGE OF ENGINEERING, DHULE.",Vidyanagari,Deopur,Dhule,Dhule,200005
440,Gujarat,"Institute of Science, Nirma University",Institute of Science,"Nirma University, S. G. Highway, PIN - 382481",Ahmedabad,Ahmadabad,382481
877,Gujarat,KAMANI SCIENCE & PRATAPRAI ARTS COLLEGE-AMRELI,"""VIDHYAVIHAR"", BHAVNAGAR ROAD",OPP. ITI,AMRELI TA-AMRELI - 365601,Amreli,365601
7189,Gujarat,Shree J.C. Kumarappa Mahavidyalaya,"Gram Udhyog Mandir,Near Bus Stand,Ugamedi road At.Gadhada (Swamina)",At. & Ta..Gadhada (Swamina),Gadhada (Swamina)- 364750,Bhavnagar,364750
15745,Maharashtra,SKN SINHAGAD COLLEG OF ENGINEERING KORTI TAL PANDHARPUR DIST-SOLAPUR,KORTI-ROAD,NA,PANDHARPUR,Solapur,413304
25828,Telangana,Institute of Computers and Business Management,"Plot No. 2A, ""Ishwar's Abode"", Right to Pillar No. 179,","Upperpalli 'X' Roads, Attapur,",Hyderabad,Hyderabad,500048
940,Gujarat,PANCHSHIL COLLEGE OF EDUCATION (B.ED.)-RAJKOT,"OPP. RTO SHAKTI SOCITY PEDAK ROAD,",TA.RAJKOT DIST- RAJKOT-360003,RAJKOT,Rajkot,360003
7134,Gujarat,Shree J.C. Kumarappa B.S.W. College,"Gram Udhyog Mandir,",Near bus Stend Ugamedi road Gadhada,Gadhada 364750,Bhavnagar,364750
7166,Gujarat,Shree Mahalaxmiji Mahila Homeopathic Mediacal College,"Beside: Gujarat Tractors, Near Vishwamitri Flyover Bridge","Munjmahuda Road,",VADODARA 390 011,Vadodara,390011
33926,Maharashtra,New Heritage Education Trust Opp. Mansi Complex Near Silver Coin Restaurant Behind Shanti Ashram Bus Depot Eksar I.C.Colony Borivali (W) Mumbai 400 103,"Kalpana Chawla Marg, Behind Shanti Ashram, IC Colony, Borivali (W)",NA,Borivali,Mumbai Suburban,400103
1199,Gujarat,Sant Stifan Institute of Business Management and Technology,I P Mission Compound,Station Road,Anand-388001 TALUKA : ANAND,Anand,388001
7132,Gujarat,Shree Swami Sahajanand College of Commerce and Management,"Plot No. 639, ISCON Megacity,",B/h. Bhavnagar University Karyalaya,Bhavnagar.,Bhavnagar,364002
49,Gujarat,"GOVERNMENT ENGINEERING COLLEGE, RAJKOT 020",MAVADI KANKOT ROAD,OPP. KANKOT VILLAGE,RAJKOT,Rajkot,360005
45275,Gujarat,"GOVERNMENT ARTS COLLEGE, RANAVAV","Government Arts College Ranavav, Opp.Govt.Hospital","Dist.POrbandar Taluko:Ranavav, City: Ranavav-360550",Ranavav,Porbandar,360550
5976,Gujarat,Shri Sarvajanik College of Education,"CIVIL LINES, GODHRA",COMMERCE COLLEGE CAMPUS,GODHRA,Panch Mahals,389001
21244,Karnataka,"Hasnath Evening College, No.52, Stations Road, Prazer Town, Bangalore-5","#42, DICKENSON ROAD",BANGALORE-560043,BANGALORE,Bangalore,560043
43067,Maharashtra,"Arts college,Wadhona Ramnath,Tq: Nangaon (Kh.). Distt:- Amravati","Wadhona Ramnath,Tq: Nangaon (Kh.). Distt:- Amravati","Wadhona Ramnath,Tq: Nangaon (Kh.). Distt:- Amravati",wadhona ram,Amravati,444701
648,Gujarat,"Government Science College, Chikhli","Opp I T I , SAt pipla","VANSDA ROAD,",CHIKHLI-396521,Navsari,396521
229,Gujarat,S. R. Luthra Institute of Management (SFI)-First shift-SURAT.750,"M.T.B. Arts College Campus,","Near Adarsh Society, Athwa Lines, Taluka: Choryasi",Surat - 395001,Surat,395001
1034,Gujarat,"GAYATRI GURUKRUPA B.ED. COLLEGE, LATHI","Near vijay hanuman, Amreli Lathi Road,","At. Post. Lathi, Taluka - Lathi","District - Amreli, Pincode - 365430",Amreli,365430
41898,Maharashtra,"Rayat Shikshan Sansthas Swami Sahajanand Bharati College of Education, Shrirampur, Dist. Ahmednagar 413709","At/Po/Tal- Shrirampur Dist- Ahmednagar Maharashtra State, Pin 413709","At/Po/Tal- Shrirampur Dist- Ahmednagar Maharashtra State, Pin 413709",SHRIRAMPUR,Ahmadnagar,413709
11144,Maharashtra,"Venutai Chavan College, Vidyanagar, KARAD","Vidyanagar, Karad","Vidyanagar, Karad",Karad,Satara,415124
33856,Maharashtra,Mangaon Taluka Education Societys Doshi Vakil Arts College and Goregaon Nagari Sahakari Bank Science & Commerce College At Goregaon Tal Mangaon Dist Raigad 402 103,"At/Po-Goregaon, Tal-Mangaon, Dist-Raigad, State-Maharashtra, 402103",NA,"Goregaon, Tal-Mangaon",Raigarh,402103
5881,Gujarat,Uma Arts & Nathiba Commerce Mahila College,"Sarva Vidyalaya Kelvani Mandal Campus,","Sector-23, Gandhinagar.",Gandhinagar-382023,Gandhinagar,382023
850,Gujarat,N.H.RADADIYA ARTS & COMMERCE COLLEGE-JAMKANDORANA,"KALAVAD ROAD,JAMKANDORNA TA JAMKANDORNA","KALAVAD ROAD,JAMKANDORNA",JAMKANDORNA,Rajkot,360405
528,Gujarat,The Mandvi Education Society B. C. A. College,"At&post.Mandvi,Dhobni Naka, Opp-Petrol Pump,Dist.Surat,Gujarat","Mandvi,Dist.Surat.394160",Mandvi.394160,Surat,394160
44288,Maharashtra,Smt. C.B. Shah Mahila Mahavidyalaya,RATANSHI NAGAR NEAR AMRAI SANGLI,RATANSHINAGAR NEAR AMRAI SANGLI,SANGLI,Mumbai,416416
746,Gujarat,"SHREE K.O. SHAH MUNI. ARTS & COMMERCE COLLEGE, DHORAJI",JAMNAVAD ROAD,NEAR RAMJI TEMPLE,DHORAJI-360410,Rajkot,360410
621,Gujarat,The Mandvi Education Society B. B. A. College,"Dhobni naka,opp.petrol pump,At.Po.Ta.Mandvi.Dist:Surat.","Mandvi,Dist.Surat.394160",Mandvi.394160,Surat,394160
7219,Gujarat,Swami Vivekanand College of Computer Science,Swami Vivekanand College of Computer Science,Sidsar Road,Bhavnagar,Bhavnagar,364060
795,Gujarat,Smt. Sadguna C.U.Shah Home Science and C.U.Shah Arts & Commerce Mahila College,"Near Patel Boarding, 60 Feet Road,Behind Mahatma Gandhi Smarak Hospital,Wadhwancity",Ta: Wadhwan 363030,Wadhwan 363030,Surendranagar,363030
7128,Gujarat,L.R.Valia Arts and P.R.Mehta Commerce College,"Vidyanagar,Near BPTI,","At: Bhavnagar , Taluka - Bhavnagar",Bhavnagar . Pin code -364002,Bhavnagar,364002
983,Gujarat,SARDAR PATEL KANYA KELVNI MANDAL B.ED.COLLEGE- JAMKANDORANA,Jamnagar Road TO.JAMKANDORNA,Ta. Jamkandorna PIN.360405,Jamkandorna,Rajkot,360405
586,Gujarat,Jay Jalaram Talimi Snatak Mahavidyalaya,At & Post : Thava Taluka : Netrang District : Bharuch,NA,Thava,Bharuch,393130
42085,Maharashtra,"Mahatama Gandhi Vidyamandirs Arts,Science & Commerce College, Manmad, Dist.Nashik 423401",Chandwad Road,Manmad,Manmad,Nashik,423104
21072,Karnataka,"The Regency College of Education, No.51/1, AMS Layout, Vidyaranyapura,Bangalore-560 097.",5/1 A.M.S EXTENTION VIDYARANYAPURA BANGALORE -97,VIDYARANYAPURA,BANGALORE-97,Bangalore,560097
807,Gujarat,M.P. SHAH COMMERCE COLLEGE -SURENDRANAGAR,"WADHWAN - SURENDRANAGAR MAIN ROAD,","NEAR G.E.B.,",SURENDRANAGAR - 363002,Surendranagar,363002
49854,Gujarat,The Mandvi Education Society Science College,"Post- Mandvi, Near Bus Station","TA-Mandvi, 394160","Mandvi, 394160",Surat,394160
6761,Gujarat,T M SHAH MAHILA ARTS COLLEGE IDAR,"At-Post- Idar,Ta.-idar,Railway Station Road","At-Post- Idar,Ta.-idar,Behind Sarpratap school",idar - 383430,Sabar Kantha,383430
6789,Gujarat,M. M. CHAUDHARI ARTS COLLEGE RAJENDRANAGAR,"At & Po.Rajendranagar, Ta:Himmatnagar",Di:Sabarkantha,Rajendranagar-383276,Sabar Kantha,383276
34144,Maharashtra,Vidya Mandir Mandals Matoshree Sumati Chintamani Tipnis College of Arts & Commerce At Mamdapuir Neral Tal Karjat Dist Raigad 410 101,"AT-MAMDAPUR, POST- NERAL, TAL - KARJAT, DIST. - RAIGAD 410101","AT-MAMDAPUR,POST - NERAL, TAL, KARJAT, DIST - RAIGAD 410101",NERAL,Raigarh,410101
5887,Gujarat,M. M. Gandhi Arts & Commerce College,DEROL STATION ROAD,KALOL TA.KALOL,KALOL-389330,Panch Mahals,389330
47814,Gujarat,SHRI UMIYA MAHILA ARTS AND COMMERCE COLLEGE,"smt. G.G.Bhungani Kanya VidyaSankul, Uma Campus, Lathidad","At.Lathidad, Ta.Dist.Botad",Botad,Bhavnagar,364710
7139,Gujarat,Kavishri Botadkar Arts and Commerce College,"SHREE HIMMATBHAI GANDHI MARG , BOTAD - 364710",BOTAD-364710,BOTAD,Bhavnagar,364710
25450,Telangana,Mahila Dakshata Samithi Degree College for Women,ICRISAT COLONY,GANGARAM,HYDERABAD,Hyderabad,500050
974,Gujarat,"PARANGAT B.ED. COLLEGE, HALVAD","MAHARSHI GURUKUL CAMPUS,RANEKPAR ROAD,HALVAD-363330","TAL.HALVAD,DIST.SURENDRANAGAR",HALVAD,Surendranagar,363330
47824,Gujarat,SHRI V M SAKARIYA MAHILA COMMERCE COLLEGE,Paliyad Road,Botad,Botad,Bhavnagar,364710
25623,Telangana,Vahini Degree College,PLOT NO 142 BALAJI COMMERCIAL COMPLEX,BHAGYANAGAR COLONY,KUKATPALLY KPHB,Hyderabad,500072
45120,Gujarat,"EKTA TRUST SANCHALIT BCA COLLEGE, NAVIMETRAL",AT : NAVI METRAL,"PO : RADHIVAD , TA : KHEDBRAHMA",KHEDBRAHMA-383270,Sabar Kantha,383270
35566,Karnataka,"Govt., First Grade College, Gadag",Nagasamudra Road,Narasapur,Gadag,Gadag,582101
46600,Karnataka,"DR H L THIMMEGOWDA COLLEGE OF PHARMACY, RAMANAGARA","KENGAL, CHANNAPATNA",NA,CHANNAPATNA,Ramanagara,562161
6842,Gujarat,SMT A S CHAUDHRAY ARTS & HOME SCIENCE COLLEGE,Near Arvind Baug,Mehsana,Mehsana,Mahesana,384001
51694,Punjab,Punjab Institute of Technology,Inside Govt. Polytechnic Campus Polytechnic Road P.O.CHHEHARTA,GT ROAD AMRITSAR 143 105,AMRITSAR,Amritsar,143105
6065,Gujarat,Sigma Institute of Physiotherapy,Bakrol Village,"At Post Bakrol, Ajwa-Nimeta Road, Taluka- Waghodia",Vadodara - 390019,Vadodara,390019
5850,Gujarat,Mahila Mahavidyalaya,"Behind Akota Municipal Stadium, Old Padra Road, Baroda,",Pin : 390015,Vadodara,Vadodara,390015
20686,Karnataka,"Presidency College, No.33-2C, 33-2D, Kempapuara Hebbal, Bangalore-24","33-2C, 33-2D, Kempapura,",Hebbal,Bangalore-560024,Bangalore,560024
42097,Maharashtra,"Indapur Taluka Shikshan Prasarak Mandals, Bhigwan College of Arts, Bhigwan, Tal Indapur, Dist Pune",BHIGWAN,BHIGWAN,BHIGWAN,Pune,413105
11202,Maharashtra,"Dinkarrao K. Shinde College of Education, Kadgaon Road, Maruti Mal, GADHINGLAJ",Mal maruti kadgaon road Gadhinglaj ( post- Gijawane),Mal maruti kadgaon road Gadhinglaj ( post- Gijawane),Gadhinglaj,Kolhapur,416502
40113,Karnataka,Acharya College of Nursing,"51,chola nagar R.T nagar post",Bangalore 560032,bangalore,Bangalore,560032
183,Gujarat,"SIGMA INSTITUTE OF ENGG., BAKROL 050","AT:BAKROL, AJWA-NIMETA ROAD,","TA:WAGHODIA, DIST: VADODARA",VADODARA,Vadodara,390019
11005,Maharashtra,"College of Education, Hanumant Nagar, Sulkai Road , VITA.",Hanmant nager Tal Khanapur Dist Sangtli,Hanmant nager Tal Khanapur Dist Sangli,vita,Sangli,415311
436,Gujarat,"Institute of Pharmacy, Nirma University",Institute of Pharmacy,"Nirma University, S. G. Highway, PIN - 382481",Ahmedabad,Ahmadabad,382481
18798,Maharashtra,"Geeta Education College, Jaytala","34, dubey lay out","jaitala road,",nagpur,Nagpur,440036
495,Gujarat,A. V. Patel Commerce College,"Morarji marg,chikhli road,bilimora-396321, taluka- Gandevi ,dist- Navsari.",gujarat stat,bilimora,Navsari,396321
555,Gujarat,Shri Rang Navchetan Science & Computer Institute,AT & PO : Valia Ta : Valia Dist : Bharuch 393135,NA,Bharuch,Bharuch,393135
7397,Maharashtra,"Jawaharlal Nehru College of Social Work, Cidco, Nanded","Cidco, New Nanded","Cidco, New Nanded",Nanded,Nanded,431603
9342,Karnataka,C301 H K E S Degree College Aland,HKES'S A.V. Patil Degree College,585302,Aland,Gulbarga,585302
9970,Karnataka,"GVP COLLEGE OF BUSINESS ADM.,, BELGAUM",Hindwadi,Belgaum,Belgaum,Belgaum,590011
33342,Madhya Pradesh,"Govt. Aranya Bharti College, Baihar, Balaghat","Principal, Govt.Aranya Bharti College Baihar",Tehsil Baihar,Baihar,Balaghat,481111
45281,Gujarat,"GOVERNMENT ARTS AND COMMERCE COLLEGE, JAFRABAD",POLICE STATION ROAD,C/O ADARSH PRATHMIK SHALA,JAFARABAD,Amreli,365540
40357,Karnataka,Shridevi Institute of paramedical sciences,N.R.EXTENSION,"SIRA ROAD, LINGAPURA",TUMKUR,Tumkur,572106
39433,Odisha,"Biswasroy Science College, Pattapur",At/Po - Pattapur,NA,Pattapur,Ganjam,761013
20687,Karnataka,"Sir M.Vishveshwaraiah college, H.A.L , Bangalore-17","Konena Agrahara, H.A.L",0,Bangalore-17,Bangalore,560017
